File,Line,Column,Pattern,Type,Severity,Impact,Description,Suggested Fix
".kiro/specs/cadence-syntax-migration/design.md",142,4,"account.link(",storage-api,suggestion,low,"Legacy account.link() found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/design.md",143,4,"account.borrow(",storage-api,suggestion,low,"Legacy account.borrow() found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/design.md",136,12,": Interface1, Interface2",interface-conformance,suggestion,low,"Legacy interface conformance syntax found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/design.md",251,34,": Provider, Receiver",interface-conformance,suggestion,low,"Legacy interface conformance syntax found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/design.md",245,24,"fun getValue(): S",function-signature,suggestion,low,"Potential legacy function signature (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/design.md",246,35,"fun getValue(): S",function-signature,suggestion,low,"Potential legacy function signature (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/requirements.md",17,114,": Interface1, Interface2",interface-conformance,suggestion,low,"Legacy interface conformance syntax found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/tasks.md",25,43,"account.save(",storage-api,suggestion,low,"Legacy account.save() found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/tasks.md",26,16,"account.link(",storage-api,suggestion,low,"Legacy account.link() found (in documentation context)","Consider if this example is still needed or should be updated"
".kiro/specs/cadence-syntax-migration/tasks.md",27,13,"account.borrow(",storage-api,suggestion,low,"Legacy account.borrow() found (in documentation context)","Consider if this example is still needed or should be updated"
"app/playground/page.tsx",16,13,"fun main(address: Address): U",function-signature,suggestion,low,"Potential legacy function signature","Verify function uses modern Cadence 1.0 syntax"
"app/playground/page.tsx",183,42,"fun main(address: Address): U",function-signature,suggestion,low,"Potential legacy function signature","Verify function uses modern Cadence 1.0 syntax"
"app/playground/page.tsx",197,42,"fun main(): U",function-signature,suggestion,low,"Potential legacy function signature","Verify function uses modern Cadence 1.0 syntax"
"app/playground/page.tsx",210,42,"fun main(address: Address): S",function-signature,suggestion,low,"Potential legacy function signature","Verify function uses modern Cadence 1.0 syntax"
"app/playground/page.tsx",14,1,"import FungibleToken from 0x9a0766d93b6608b7",import-statement,suggestion,low,"Import statement with hardcoded address","Verify import uses current Flow standard contract addresses"
"app/playground/page.tsx",21,1,"import FungibleToken from 0x9a0766d93b6608b7",import-statement,suggestion,low,"Import statement with hardcoded address","Verify import uses current Flow standard contract addresses"
"components/code-editor.tsx",37,22,"fun hello(): S",function-signature,suggestion,low,"Potential legacy function signature","Verify function uses modern Cadence 1.0 syntax"
"legacy-patterns-by-file.md",45,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",47,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",56,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",57,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",60,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",62,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",70,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",71,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",75,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",77,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",86,40,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",90,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",92,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",101,35,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",190,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",191,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",205,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",263,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",265,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",274,4,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",278,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",280,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",289,4,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",303,4,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",335,4,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",342,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",344,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",353,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",357,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",359,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",368,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",372,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",374,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",383,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",387,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",389,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",398,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",402,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",404,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",413,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",417,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",419,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",428,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",432,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",434,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",443,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",447,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",449,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",458,37,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",462,19,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",464,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",473,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",474,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",477,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",479,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",487,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",488,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",492,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",494,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",503,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",507,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",509,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",518,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",522,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",524,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",533,27,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",533,47,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",537,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",539,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",548,27,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",548,47,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",552,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",554,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",563,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",564,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",567,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",569,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",577,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",578,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",579,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",582,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",584,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",592,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",593,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",597,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",599,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",608,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",609,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",612,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",614,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",622,9,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",623,11,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",627,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",629,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",638,46,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",642,20,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",644,17,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
"legacy-patterns-by-file.md",653,46,"pub ",pub-keyword,suggestion,low,"Legacy pub keyword found (in documentation context)","Consider if this example is still needed or should be updated"
